0.	0.	0.	0.6666666666666666
0.0031632829888104674	0.008435421303494579	0.00281180710116486	0.6694784737678315
0.006366591414690148	0.016977577105840393	0.005659192368613465	0.6723258590352801
0.009610431724775825	0.025627817932735532	0.008542605977578511	0.6752092726442451
0.012895316774346743	0.03438751139825798	0.011462503799419326	0.678129170466086
0.016221765907907693	0.043258042421087176	0.014419347473695726	0.6810860141403624
0.019590305041297995	0.05224081344346132	0.017413604481153772	0.6840802711478204
0.02300146674483944	0.06133724465290517	0.020445748217635056	0.6871124148843016
0.026455790327536477	0.07054877420676393	0.02351625806892131	0.690182924735588
0.029953821922341473	0.07987685845957726	0.026625619486525753	0.6932922861531924
0.03349611457249918	0.08932297219333114	0.029774324064443716	0.6964409907311103
0.03708322831898342	0.09888860885062245	0.03296286961687415	0.6996295362835407
0.04071573028904035	0.10857528077077427	0.036191760256924756	0.7028584269235914
0.044394194785852104	0.11838451942893893	0.039461506476312976	0.7061281731429796
0.048119203379334674	0.12831787567822578	0.042772625226075264	0.7094392918927419
0.05189134499808501	0.13837691999489335	0.04612563999829778	0.7127923066649644
0.05571121602249124	0.14856324272664329	0.0495210809088811	0.7161877475755477
0.05957942037902131	0.1588784543440568	0.05295948478135227	0.7196261514480189
0.06349656963570438	0.16932418569521168	0.056441395231737225	0.7231080618984038
0.06746328309882066	0.17990208826352175	0.05996736275450725	0.7266340294211739
0.07148018791081434	0.19061383442883822	0.06353794480961275	0.7302046114762794
0.07554791914944586	0.20146111773185563	0.06715370591061855	0.7338203725772852
0.0796671199281982	0.21244565314186184	0.07081521771395395	0.7374818843806206
0.08383844149795427	0.22356917732787807	0.07452305910929269	0.7411897257759593
0.08806254334996022	0.23483344893322725	0.07827781631107575	0.7449444829777424
0.09234009332009196	0.24624024885357856	0.08208008295119286	0.7487467496178595
0.09667176769444091	0.2577913805185091	0.08593046017283636	0.752597126839503
0.10105825131623569	0.2694886701766285	0.08982955672554284	0.7564962233922095
0.10550023769411648	0.2813339671843106	0.09377798906143688	0.7604446557281035
0.10999842911178004	0.2933291442980801	0.09777638143269336	0.76444304809936
0.1145535367390112	0.3054760979706965	0.10182536599023218	0.7684920326568988
