0.000000	0.000000	0.000000	0.000000
0.100000	0.000000	0.000000	0.000000
0.200000	0.000000	0.000000	0.000000
0.300000	0.000000	0.000000	0.000000
0.400000	0.000000	0.000000	0.141176
0.500000	0.000000	0.000000	0.141176
0.600000	0.000000	0.000000	0.141176
0.700000	0.000000	0.000000	0.141176
0.800000	0.000000	0.000000	0.282353
0.900000	0.000000	0.000000	0.282353
1.000000	0.000000	0.000000	0.282353
1.100000	0.000000	0.000000	0.423529
1.200000	0.000000	0.000000	0.423529
1.300000	0.000000	0.000000	0.423529
1.400000	0.000000	0.000000	0.423529
1.500000	0.129412	0.000000	0.564706
1.600000	0.129412	0.000000	0.564706
1.700000	0.129412	0.000000	0.564706
1.800000	0.411765	0.000000	0.705882
1.900000	0.411765	0.000000	0.705882
2.000000	0.411765	0.000000	0.705882
2.100000	0.411765	0.000000	0.705882
2.200000	0.694118	0.000000	0.847059
2.300000	0.694118	0.000000	0.847059
2.400000	0.694118	0.000000	0.847059
2.500000	0.976471	0.000000	0.988235
2.600000	0.976471	0.000000	0.988235
2.700000	0.976471	0.000000	0.988235
2.800000	0.976471	0.000000	0.988235
2.900000	0.935294	0.000000	0.870588
3.000000	0.935294	0.000000	0.870588
3.100000	0.935294	0.000000	0.870588
3.200000	0.864706	0.000000	0.729412
3.300000	0.864706	0.000000	0.729412
3.400000	0.864706	0.000000	0.729412
3.500000	0.864706	0.000000	0.729412
3.600000	0.794118	0.000000	0.588235
3.700000	0.794118	0.000000	0.588235
3.800000	0.794118	0.000000	0.588235
3.900000	0.723529	0.000000	0.447059
4.000000	0.723529	0.000000	0.447059
4.100000	0.723529	0.000000	0.447059
4.200000	0.723529	0.000000	0.447059
4.300000	0.652941	0.000000	0.305882
4.400000	0.652941	0.000000	0.305882
4.500000	0.652941	0.000000	0.305882
4.600000	0.582353	0.000000	0.164706
4.700000	0.582353	0.000000	0.164706
4.800000	0.582353	0.000000	0.164706
4.900000	0.582353	0.000000	0.164706
5.000000	0.511765	0.000000	0.023529
